numero,planta,trat,nfruto,semillas,peso,mg,especie
2417,T21,au,,8,0.0135,13.5,ot
2418,T21,au,,9,0.0106,10.6,ot
2419,T21,au,,10,0.0143,14.3,ot
2420,T21,en,,1,0.0207,20.7,ot
2421,T21,en,,2,0.0187,18.7,ot
2422,T21,en,,3,0.0209,20.9,ot
2423,T21,en,,4,0.0191,19.1,ot
2424,T21,en,,5,0.0186,18.6,ot
2425,T21,oc,,1,0.0144,14.4,ot
2426,T21,or,,1,0.0272,27.2,ot
2427,T21,or,,2,0.0243,24.3,ot
2428,T21,or,,3,0.0224,22.4,ot
2429,T21,or,,4,0.0257,25.7,ot
2430,T21,or,,5,0.0208,20.8,ot
2431,T21,or,,6,0.0257,25.7,ot
2432,T58,oc,,1,0.0127,12.7,ot
2433,T58,or,,1,0.0196,19.6,ot
2434,T58,or,,2,0.0145,14.5,ot
2435,T58,or,,3,0.0147,14.7,ot
2436,T58,or,,4,0.0168,16.8,ot
2437,T58,or,,5,0.0177,17.7,ot
2438,T58,or,,6,0.0146,14.6,ot
2439,T58,or,,7,0.0152,15.2,ot
2440,T58,au,,1,0.0175,17.5,ot
2441,T58,au,,2,0.0171,17.1,ot
2442,T58,au,,3,0.0153,15.3,ot
2443,T58,au,,4,0.0158,15.8,ot
2444,T58,au,,5,0.0156,15.6,ot
2445,T58,au,,6,0.0165,16.5,ot
2446,T24,cn,,1,0.0157,15.7,ot
2447,T24,cn,,2,0.0225,22.5,ot
2448,T24,cn,,3,0.0196,19.6,ot
2449,T24,cn,,4,0.0246,24.6,ot
2450,T24,cn,,5,0.0214,21.4,ot
2451,T24,cn,,6,0.0236,23.6,ot
2452,T24,cn,,7,0.0197,19.7,ot
2453,T24,cn,,8,0.0198,19.8,ot
2454,T24,cn,,9,0.0234,23.4,ot
2455,T24,cn,,10,0.0231,23.1,ot
2456,T24,os,,1,0.0222,22.2,ot
2457,T24,os,,2,0.0196,19.6,ot
2458,T24,os,,3,0.0151,15.1,ot
2459,T24,os,,4,0.0179,17.9,ot
2460,T24,os,,5,0.0152,15.2,ot
2461,T24,os,,6,0.0203,20.3,ot
2462,T24,os,,7,0.0183,18.3,ot
2463,T24,os,,8,0.0162,16.2,ot
2464,T24,os,,9,0.0177,17.7,ot
2465,T24,os,,10,0.0216,21.6,ot
2466,T24,or,,1,0.0207,20.7,ot
2467,T24,or,,2,0.0218,21.8,ot
2468,T24,or,,3,0.021,21,ot
2469,T24,or,,4,0.0226,22.6,ot
2470,T24,or,,5,0.0215,21.5,ot
2471,T24,or,,6,0.0199,19.9,ot
2472,T24,or,,7,0.0209,20.9,ot
2473,T24,or,,8,0.0219,21.9,ot
2474,T24,or,,9,0.0216,21.6,ot
2475,T24,or,,10,0.0211,21.1,ot
2476,T24,au,,1,0.0153,15.3,ot
2477,T24,au,,2,0.0199,19.9,ot
2478,T24,au,,3,0.0156,15.6,ot
2479,T24,au,,4,0.0169,16.9,ot
2480,T24,au,,5,0.0167,16.7,ot
2481,T24,au,,6,0.0176,17.6,ot
2482,T24,au,,7,0.0189,18.9,ot
2483,T24,au,,8,0.0193,19.3,ot
2484,T24,au,,9,0.0141,14.1,ot
2485,T24,au,,10,0.0172,17.2,ot
2486,T24,en,,1,0.0175,17.5,ot
2487,T24,en,,2,0.0154,15.4,ot
2488,T24,en,,3,0.0167,16.7,ot
2489,T24,en,,4,0.0126,12.6,ot
2490,T24,en,,5,0.0164,16.4,ot
2491,T24,en,,6,0.0115,11.5,ot
2492,T24,en,,7,0.0185,18.5,ot
2493,T24,en,,8,0.0165,16.5,ot
2494,T24,en,,9,0.0224,22.4,ot
2495,T24,en,,10,0.0209,20.9,ot
2496,T12-2022,au,,1,0.0205,20.5,ot
2497,T12-2022,au,,2,0.0207,20.7,ot
2498,T12-2022,au,,3,0.021,21,ot
2499,T12-2022,au,,4,0.0204,20.4,ot
2500,T12-2022,au,,5,0.0221,22.1,ot
2501,T12-2022,au,,6,0.0216,21.6,ot
2502,T12-2022,au,,7,0.0193,19.3,ot
2503,T12-2022,au,,8,0.0181,18.1,ot
2504,T12-2022,au,,9,0.0198,19.8,ot
2505,T12-2022,au,,10,0.0231,23.1,ot
2506,T12-2022,en,,1,0.0248,24.8,ot
2507,T12-2022,en,,2,0.0142,14.2,ot
2508,T12-2022,en,,3,0.0248,24.8,ot
2509,T12-2022,en,,4,0.0225,22.5,ot
2510,T12-2022,en,,5,0.022,22,ot
2511,T12-2022,en,,6,0.0216,21.6,ot
2512,T12-2022,en,,7,0.0249,24.9,ot
2513,T12-2022,en,,8,0.0241,24.1,ot
2514,T12-2022,en,,9,0.0239,23.9,ot
2515,T12-2022,en,,10,0.0167,16.7,ot
2516,T12-2022,or,,1,0.0156,15.6,ot
2517,T12-2022,or,,2,0.0219,21.9,ot
2518,T12-2022,or,,3,0.0238,23.8,ot
2519,T12-2022,or,,4,0.0185,18.5,ot
2520,T12-2022,or,,5,0.0202,20.2,ot
2521,T12-2022,or,,6,0.0226,22.6,ot
2522,T12-2022,or,,7,0.0147,14.7,ot
2523,T12-2022,or,,8,0.0227,22.7,ot
2524,T12-2022,or,,9,0.0224,22.4,ot
2525,T12-2022,or,,10,0.0203,20.3,ot
2526,T12-2022,os,,1,0.0141,14.1,ot
2527,T12-2022,os,,2,0.0246,24.6,ot
2528,T12-2022,os,,3,0.0234,23.4,ot
2529,T12-2022,os,,4,0.0132,13.2,ot
2530,T12-2022,os,,5,0.0235,23.5,ot
2531,T12-2022,os,,6,0.0254,25.4,ot
2532,T12-2022,os,,7,0.0174,17.4,ot
2533,T12-2022,os,,8,0.0213,21.3,ot
2534,T12-2022,os,,9,0.0215,21.5,ot
2535,T12-2022,os,,10,0.016,16,ot
2536,T12-2022,cn,,1,0.022,22,ot
2537,T12-2022,cn,,2,0.0196,19.6,ot
2538,T12-2022,cn,,3,0.0209,20.9,ot
2539,T12-2022,cn,,4,0.0187,18.7,ot
2540,T12-2022,cn,,5,0.0228,22.8,ot
2541,T12-2022,cn,,6,0.0164,16.4,ot
2542,T12-2022,cn,,7,0.0177,17.7,ot
2543,T12-2022,cn,,8,0.0186,18.6,ot
2544,T12-2022,cn,,9,0.0202,20.2,ot
2545,T12-2022,cn,,10,0.0187,18.7,ot
2546,T60,or,,1,0.0159,15.9,ot
2547,T60,or,,2,0.0142,14.2,ot
2548,T60,or,,3,0.0151,15.1,ot
2549,T60,or,,4,0.0128,12.8,ot
2550,T60,or,,5,0.0171,17.1,ot
2551,T60,or,,6,0.0162,16.2,ot
2552,T60,or,,7,0.0158,15.8,ot
2553,T60,or,,8,0.0185,18.5,ot
2554,T60,or,,9,0.0145,14.5,ot
2555,T60,or,,10,0.0158,15.8,ot
2556,T60,au,,1,0.0171,17.1,ot
2557,T60,au,,2,0.0122,12.2,ot
2558,T60,au,,3,0.0143,14.3,ot
2559,T60,au,,4,0.0163,16.3,ot
2560,T60,au,,5,0.0139,13.9,ot
2561,T60,au,,6,0.0153,15.3,ot
2562,T60,au,,7,0.0186,18.6,ot
2563,T60,au,,8,0.0143,14.3,ot
2564,T60,au,,9,0.0176,17.6,ot
2565,T60,au,,10,0.019,19,ot
2566,T60,os,,1,0.0188,18.8,ot
2567,T60,os,,2,0.0184,18.4,ot
2568,T60,os,,3,0.0173,17.3,ot
2569,T60,os,,4,0.0176,17.6,ot
2570,T60,os,,5,0.0208,20.8,ot
2571,T60,os,,6,0.0185,18.5,ot
2572,T60,os,,7,0.0181,18.1,ot
2573,T60,os,,8,0.0199,19.9,ot
2574,T60,os,,9,0.0192,19.2,ot
2575,T60,os,,10,0.0152,15.2,ot
2576,T60,ag,,1,0.0116,11.6,ot
2577,T60,ag,,2,0.0146,14.6,ot
2578,T60,ag,,3,0.0135,13.5,ot
2579,T60,ag,,4,0.0138,13.8,ot
2580,T60,ag,,5,0.0129,12.9,ot
2581,T60,ag,,6,0.0131,13.1,ot
2582,T60,ag,,7,0.0155,15.5,ot
2583,T60,ag,,8,0.0153,15.3,ot
2584,T60,ag,,9,0.016,16,ot
2585,T60,ag,,10,0.0149,14.9,ot
2586,T60,cn,,1,0.0152,15.2,ot
2587,T60,cn,,2,0.0173,17.3,ot
2588,T60,cn,,3,0.0172,17.2,ot
2589,T60,cn,,4,0.0175,17.5,ot
2590,T60,cn,,5,0.0163,16.3,ot
2591,T60,cn,,6,0.0209,20.9,ot
2592,T60,cn,,7,0.0188,18.8,ot
2593,T60,cn,,8,0.0177,17.7,ot
2594,T60,cn,,9,0.0198,19.8,ot
2595,T60,cn,,10,0.0151,15.1,ot
2596,T8,cn,,1,0.0129,12.9,ot
2597,T8,cn,,2,0.0199,19.9,ot
2598,T8,cn,,3,0.0157,15.7,ot
2599,T8,cn,,4,0.016,16,ot
2600,T8,cn,,5,0.0147,14.7,ot
2601,T8,cn,,6,0.0161,16.1,ot
2602,T8,cn,,7,0.0097,9.7,ot
2603,T8,cn,,8,0.0127,12.7,ot
2604,T8,cn,,9,0.0177,17.7,ot
2605,T8,cn,,10,0.0152,15.2,ot
2606,T19,cn,,1,0.0196,19.6,ot
2607,T19,cn,,2,0.0211,21.1,ot
2608,T19,cn,,3,0.0203,20.3,ot
2609,T19,cn,,4,0.0212,21.2,ot
2610,T19,cn,,5,0.0166,16.6,ot
2611,T19,cn,,6,0.0132,13.2,ot
2612,T19,cn,,7,0.0186,18.6,ot
2613,T19,cn,,8,0.0178,17.8,ot
2614,T19,cn,,9,0.0208,20.8,ot
2615,T19,cn,,10,0.021,21,ot
2616,T15,en,,1,0.0211,21.1,ot
2617,T15,en,,2,0.0171,17.1,ot
2618,T15,en,,3,0.0197,19.7,ot
2619,T15,en,,4,0.0201,20.1,ot
2620,T15,en,,5,0.0179,17.9,ot
2621,T15,en,,6,0.0148,14.8,ot
2622,T15,en,,7,0.0225,22.5,ot
2623,T15,en,,8,0.0204,20.4,ot
2624,T15,en,,9,0.0191,19.1,ot
2625,T15,en,,10,0.0196,19.6,ot
2626,T56,en,,1,0.0173,17.3,ot
2627,T56,en,,2,0.013,13,ot
2628,T56,en,,3,0.0148,14.8,ot
2629,T56,en,,4,0.0114,11.4,ot
2630,T56,en,,5,0.0149,14.9,ot
2631,T56,en,,6,0.0168,16.8,ot
2632,T56,en,,7,0.0122,12.2,ot
2633,T56,en,,8,0.0176,17.6,ot
2634,T56,en,,9,0.0178,17.8,ot
2635,T56,en,,10,0.0115,11.5,ot
2636,T38,au,,1,0.0175,17.5,ot
2637,T38,au,,2,0.0189,18.9,ot
2638,T13,cn,,1,0.0195,19.5,ot
2639,T13,os,,1,0.0237,23.7,ot
2640,T25,oc,,1,0.0149,14.9,ot
2641,T25,oc,,2,0.0231,23.1,ot
2642,T25,oc,,3,0.0171,17.1,ot
2643,T25,oc,,4,0.0226,22.6,ot
2644,T25,oc,,5,0.0142,14.2,ot
2645,T25,oc,,6,0.0197,19.7,ot
2646,T25,oc,,7,0.0187,18.7,ot
2647,T25,oc,,8,0.017,17,ot
2648,T25,oc,,9,0.0155,15.5,ot
2649,T25,oc,,10,0.0138,13.8,ot
2650,T25,au,,1,0.0196,19.6,ot
2651,T25,au,,2,0.0171,17.1,ot
2652,T25,au,,3,0.0135,13.5,ot
2653,T25,au,,4,0.0173,17.3,ot
2654,T25,au,,5,0.0199,19.9,ot
2655,T25,au,,6,0.0133,13.3,ot
2656,T25,au,,7,0.0162,16.2,ot
2657,T25,au,,8,0.0147,14.7,ot
2658,T25,au,,9,0.0145,14.5,ot
2659,T25,au,,10,0.0181,18.1,ot
2660,T25,cn,,1,0.0202,20.2,ot
2661,T25,cn,,2,0.0157,15.7,ot
2662,T25,cn,,3,0.0214,21.4,ot
2663,T25,cn,,4,0.0166,16.6,ot
2664,T25,cn,,5,0.016,16,ot
2665,T25,cn,,6,0.0131,13.1,ot
2666,T25,cn,,7,0.0143,14.3,ot
2667,T25,cn,,8,0.0174,17.4,ot
2668,T25,cn,,9,0.0152,15.2,ot
2669,T25,cn,,10,0.0181,18.1,ot
2670,T25,os,,1,0.0213,21.3,ot
2671,T25,os,,2,0.0179,17.9,ot
2672,T25,os,,3,0.0185,18.5,ot
2673,T25,os,,4,0.019,19,ot
2674,T25,os,,5,0.0187,18.7,ot
2675,T25,os,,6,0.0197,19.7,ot
2676,T25,os,,7,0.019,19,ot
2677,T25,os,,8,0.017,17,ot
2678,T25,os,,9,0.0177,17.7,ot
2679,T25,os,,10,0.0174,17.4,ot
2680,T25,en,,1,0.0197,19.7,ot
2681,T25,en,,2,0.015,15,ot
2682,T25,en,,3,0.0145,14.5,ot
2683,T25,en,,4,0.0219,21.9,ot
2684,T25,en,,5,0.0155,15.5,ot
2685,T25,en,,6,0.0167,16.7,ot
2686,T25,en,,7,0.0187,18.7,ot
2687,T25,en,,8,0.0196,19.6,ot
2688,T25,en,,9,0.0163,16.3,ot
2689,T25,en,,10,0.0165,16.5,ot
2690,CC,en,,1,0.0176,17.6,os
2691,CC,en,,2,0.0165,16.5,os
2692,CC,en,,3,0.0154,15.4,os
2693,CC,en,,4,0.0159,15.9,os
2694,CC,en,,5,0.0119,11.9,os
2695,CC,en,,6,0.019,19,os
2696,CC,en,,7,0.0152,15.2,os
2697,CC,en,,8,0.019,19,os
2698,CC,en,,9,0.0159,15.9,os
2699,CC,en,,10,0.0129,12.9,os
2700,g223,au,,1,0.0156,15.6,os
2701,g223,au,,2,0.0108,10.8,os
2702,g223,au,,3,0.0179,17.9,os
2703,g223,au,,4,0.0171,17.1,os
2704,g223,au,,5,0.0157,15.7,os
2705,g223,au,,6,0.0167,16.7,os
2706,g223,au,,7,0.0212,21.2,os
2707,g223,au,,8,0.0173,17.3,os
2708,g223,au,,9,0.0225,22.5,os
2709,g223,au,,10,0.0213,21.3,os
2710,g254,au,,1,0.0108,10.8,os
2711,g254,au,,2,0.0124,12.4,os
2712,g254,au,,3,0.0121,12.1,os
2713,g254,au,,4,0.0148,14.8,os
2714,g254,au,,5,0.0125,12.5,os
2715,g254,au,,6,0.013,13,os
2716,g254,au,,7,0.0137,13.7,os
2717,g254,au,,8,0.0139,13.9,os
2718,g254,au,,9,0.0176,17.6,os
2719,g254,au,,10,0.0151,15.1,os
2720,g254,cn,,1,0.0131,13.1,os
2721,g254,cn,,2,0.0157,15.7,os
2722,g254,cn,,3,0.0125,12.5,os
2723,g254,cn,,4,0.0164,16.4,os
2724,g254,cn,,5,0.0113,11.3,os
2725,g254,cn,,6,0.0167,16.7,os
2726,g254,cn,,7,0.0134,13.4,os
2727,g254,cn,,8,0.0142,14.2,os
2728,g254,cn,,9,0.0145,14.5,os
2729,g254,cn,,10,0.0136,13.6,os
2730,G37,au,,1,0.0163,16.3,os
2731,G37,au,,2,0.0128,12.8,os
2732,G37,au,,3,0.0165,16.5,os
2733,G37,au,,4,0.0166,16.6,os
2734,G37,au,,5,0.0125,12.5,os
2735,G37,au,,6,0.0145,14.5,os
2736,G37,au,,7,0.0141,14.1,os
2737,G37,au,,8,0.0177,17.7,os
2738,G37,au,,9,0.0154,15.4,os
2739,G37,au,,10,0.0165,16.5,os
2740,G227,en,,1,0.0148,14.8,os
2741,G227,en,,2,0.0111,11.1,os
2742,G227,en,,3,0.0157,15.7,os
2743,G227,en,,4,0.0153,15.3,os
2744,G227,en,,5,0.0128,12.8,os
2745,G227,en,,6,0.0153,15.3,os
2746,G227,en,,7,0.0133,13.3,os
2747,G227,en,,8,0.0139,13.9,os
2748,G227,en,,9,0.0126,12.6,os
2749,G227,en,,10,0.0138,13.8,os
2750,G181,cn,,1,0.0128,12.8,os
2751,G181,cn,,2,0.0124,12.4,os
2752,G181,cn,,3,0.0131,13.1,os
2753,G181,cn,,4,0.0129,12.9,os
2754,G181,cn,,5,0.0127,12.7,os
2755,G181,cn,,6,0.0134,13.4,os
2756,G181,cn,,7,0.0114,11.4,os
2757,G181,cn,,8,0.0119,11.9,os
2758,G181,cn,,9,0.01,10,os
2759,G181,cn,,10,0.0109,10.9,os
2760,G46,en,,1,0.0118,11.8,os
2761,G46,en,,2,0.0124,12.4,os
2762,G46,en,,3,0.0141,14.1,os
2763,G46,en,,4,0.0156,15.6,os
2764,G46,en,,5,0.0146,14.6,os
2765,G46,en,,6,0.0124,12.4,os
2766,G46,en,,7,0.0143,14.3,os
2767,G46,en,,8,0.0139,13.9,os
2768,G46,en,,9,0.0151,15.1,os
2769,G46,en,,10,0.0134,13.4,os
2770,G282,cn,,1,0.0211,21.1,os
2771,G282,cn,,2,0.0178,17.8,os
2772,G282,cn,,3,0.0177,17.7,os
2773,G282,cn,,4,0.0188,18.8,os
2774,G282,cn,,5,0.0189,18.9,os
2775,G282,cn,,6,0.0165,16.5,os
2776,G282,cn,,7,0.0171,17.1,os
2777,G282,cn,,8,0.0179,17.9,os
2778,G282,cn,,9,0.0157,15.7,os
2779,G282,cn,,10,0.0187,18.7,os
2780,CC,cn,,1,0.0178,17.8,os
2781,CC,cn,,2,0.0167,16.7,os
2782,CC,cn,,3,0.0159,15.9,os
2783,CC,cn,,4,0.0106,10.6,os
2784,CC,cn,,5,0.0168,16.8,os
2785,CC,cn,,6,0.0145,14.5,os
2786,CC,cn,,7,0.0208,20.8,os
2787,CC,cn,,8,0.0141,14.1,os
2788,CC,cn,,9,0.0167,16.7,os
2789,CC,cn,,10,0.0145,14.5,os
2790,G227,cn,,1,0.0109,10.9,os
2791,G227,cn,,2,0.0111,11.1,os
2792,G227,cn,,3,0.0113,11.3,os
2793,G227,cn,,4,0.0102,10.2,os
2794,G227,cn,,5,0.0076,7.6,os
2795,G227,cn,,6,0.011,11,os
2796,G227,cn,,7,0.0121,12.1,os
2797,G227,cn,,8,0.0108,10.8,os
2798,G227,cn,,9,0.0104,10.4,os
2799,G227,cn,,10,0.0114,11.4,os
2800,g254,en,,1,0.0141,14.1,os
2801,g254,en,,2,0.0131,13.1,os
2802,g254,en,,3,0.012,12,os
2803,g254,en,,4,0.0118,11.8,os
2804,g254,en,,5,0.0116,11.6,os
2805,g254,en,,6,0.0112,11.2,os
2806,g254,en,,7,0.0125,12.5,os
2807,g254,en,,8,0.0121,12.1,os
2808,g254,en,,9,0.0139,13.9,os
2809,g254,en,,10,0.0131,13.1,os
2810,G226,au,,1,0.0128,12.8,os
2811,G226,au,,2,0.0119,11.9,os
2812,G226,au,,3,0.0126,12.6,os
2813,G226,au,,4,0.0115,11.5,os
2814,G226,au,,5,0.0141,14.1,os
2815,G226,au,,6,0.0126,12.6,os
2816,G226,au,,7,0.0118,11.8,os
2817,G226,au,,8,0.0104,10.4,os
2818,G226,au,,9,0.0112,11.2,os
2819,G226,au,,10,0.0127,12.7,os
2820,G44,au,,1,0.0119,11.9,os
2821,G44,au,,2,0.0131,13.1,os
2822,G44,au,,3,0.0117,11.7,os
2823,G44,au,,4,0.0132,13.2,os
2824,G44,au,,5,0.0113,11.3,os
2825,G44,au,,6,0.0118,11.8,os
2826,G44,au,,7,0.012,12,os
2827,G44,au,,8,0.0117,11.7,os
2828,G44,au,,9,0.011,11,os
2829,G44,au,,10,0.0116,11.6,os
2830,g223,cn,,1,0.0198,19.8,os
2831,g223,cn,,2,0.0209,20.9,os
2832,g223,cn,,3,0.022,22,os
2833,g223,cn,,4,0.018,18,os
2834,g223,cn,,5,0.0169,16.9,os
2835,g223,cn,,6,0.0136,13.6,os
2836,g223,cn,,7,0.0191,19.1,os
2837,g223,cn,,8,0.0184,18.4,os
2838,g223,cn,,9,0.0209,20.9,os
2839,g223,cn,,10,0.0226,22.6,os
2840,G87,cn,,1,0.0224,22.4,os
2841,G87,cn,,2,0.0255,25.5,os
2842,G87,cn,,3,0.0202,20.2,os
2843,G87,cn,,4,0.0243,24.3,os
2844,G87,cn,,5,0.0199,19.9,os
2845,G87,cn,,6,0.0201,20.1,os
2846,G87,cn,,7,0.0242,24.2,os
2847,G87,cn,,8,0.0197,19.7,os
2848,G87,cn,,9,0.0223,22.3,os
2849,G87,cn,,10,0.0208,20.8,os
2850,G226,en,,1,0.0086,8.6,os
2851,G226,en,,2,0.0097,9.7,os
2852,G226,en,,3,0.0114,11.4,os
2853,G226,en,,4,0.0091,9.1,os
2854,G226,en,,5,0.0085,8.5,os
2855,G226,en,,6,0.0093,9.3,os
2856,G226,en,,7,0.0109,10.9,os
2857,G226,en,,8,0.0087,8.7,os
2858,G226,en,,9,0.0115,11.5,os
2859,G226,en,,10,0.0086,8.6,os
2860,G282,en,,1,0.0199,19.9,os
2861,G282,en,,2,0.0203,20.3,os
2862,G282,en,,3,0.0229,22.9,os
2863,G282,en,,4,0.0234,23.4,os
2864,G282,en,,5,0.0226,22.6,os
2865,G282,en,,6,0.0201,20.1,os
2866,G282,en,,7,0.0203,20.3,os
2867,G282,en,,8,0.0228,22.8,os
2868,G282,en,,9,0.0219,21.9,os
2869,G282,en,,10,0.0194,19.4,os
2870,G44,en,,1,0.0175,17.5,os
2871,G44,en,,2,0.0143,14.3,os
2872,G44,en,,3,0.0146,14.6,os
2873,G44,en,,4,0.0166,16.6,os
2874,G44,en,,5,0.0143,14.3,os
2875,G44,en,,6,0.0167,16.7,os
2876,G44,en,,7,0.0148,14.8,os
2877,G44,en,,8,0.0154,15.4,os
2878,G44,en,,9,0.0147,14.7,os
2879,G44,en,,10,0.0159,15.9,os
2880,G46,au,,1,0.0114,11.4,os
2881,G46,au,,2,0.0153,15.3,os
2882,G46,au,,3,0.0129,12.9,os
2883,G46,au,,4,0.0122,12.2,os
2884,G46,au,,5,0.0143,14.3,os
2885,G46,au,,6,0.0138,13.8,os
2886,G46,au,,7,0.0134,13.4,os
2887,G46,au,,8,0.0146,14.6,os
2888,G46,au,,9,0.0131,13.1,os
2889,G46,au,,10,0.0144,14.4,os
2890,g223,en,,1,0.0177,17.7,os
2891,g223,en,,2,0.0148,14.8,os
2892,g223,en,,3,0.0144,14.4,os
2893,g223,en,,4,0.0168,16.8,os
2894,g223,en,,5,0.0164,16.4,os
2895,g223,en,,6,0.0165,16.5,os
2896,g223,en,,7,0.0141,14.1,os
2897,g223,en,,8,0.0183,18.3,os
2898,g223,en,,9,0.0173,17.3,os
2899,g223,en,,10,0.0153,15.3,os
2900,G44,cn,,1,0.0127,12.7,os
2901,G44,cn,,2,0.0149,14.9,os
2902,G44,cn,,3,0.0127,12.7,os
2903,G44,cn,,4,0.0125,12.5,os
2904,G44,cn,,5,0.0142,14.2,os
2905,G44,cn,,6,0.0118,11.8,os
2906,G44,cn,,7,0.012,12,os
2907,G44,cn,,8,0.0122,12.2,os
2908,G44,cn,,9,0.0129,12.9,os
2909,G44,cn,,10,0.0131,13.1,os
2910,G234,cn,,1,0.0124,12.4,os
2911,G234,cn,,2,0.0115,11.5,os
2912,G234,cn,,3,0.0133,13.3,os
2913,G234,cn,,4,0.013,13,os
2914,G234,cn,,5,0.0102,10.2,os
2915,G234,cn,,6,0.0129,12.9,os
2916,G234,cn,,7,0.0106,10.6,os
2917,G234,cn,,8,0.0114,11.4,os
2918,G234,cn,,9,0.0111,11.1,os
2919,G234,cn,,10,0.0117,11.7,os
