numero,planta,trat,nfruto,semillas,peso,mg,especie
1211,C42,en,,9,0.0067,6.7,oc
1212,C42,en,,10,0.0065,6.5,oc
1213,J36,en,,1,0.0093,9.3,oc
1214,J36,en,,2,0.0079,7.9,oc
1215,J36,en,,3,0.0093,9.3,oc
1216,J36,en,,4,0.0089,8.9,oc
1217,J36,en,,5,0.0098,9.8,oc
1218,J36,en,,6,0.007,7,oc
1219,J36,en,,7,0.0077,7.7,oc
1220,J36,en,,8,0.0086,8.6,oc
1221,J36,en,,9,0.0076,7.6,oc
1222,J36,en,,10,0.0078,7.8,oc
1223,C26,en,,1,0.0106,10.6,oc
1224,C26,en,,2,0.0081,8.1,oc
1225,C26,en,,3,0.0101,10.1,oc
1226,C26,en,,4,0.0074,7.4,oc
1227,C26,en,,5,0.0094,9.4,oc
1228,C26,en,,6,0.0089,8.9,oc
1229,C26,en,,7,0.0089,8.9,oc
1230,C26,en,,8,0.0104,10.4,oc
1231,C26,en,,9,0.0085,8.5,oc
1232,C26,en,,10,0.0108,10.8,oc
1233,C21,en,,1,0.0068,6.8,oc
1234,C21,en,,2,0.0069,6.9,oc
1235,C21,en,,3,0.0072,7.2,oc
1236,C21,en,,4,0.0071,7.1,oc
1237,C21,en,,5,0.0072,7.2,oc
1238,C21,en,,6,0.0064,6.4,oc
1239,C21,en,,7,0.0075,7.5,oc
1240,C21,en,,8,0.0047,4.7,oc
1241,C21,en,,9,0.00064,0.64,oc
1242,C21,en,,10,0.0068,6.8,oc
1243,J69.1,cn,,1,0.002,2,oc
1244,J69.1,cn,,2,0.0025,2.5,oc
1245,J69.1,cn,,3,0.0081,8.1,oc
1246,J69.1,cn,,4,0.0036,3.6,oc
1247,J69.1,cn,,5,0.0035,3.5,oc
1248,J69.1,cn,,6,0.0078,7.8,oc
1249,J69.1,cn,,7,0.0068,6.8,oc
1250,J69.1,cn,,8,0.0077,7.7,oc
1251,J69.1,cn,,9,0.0074,7.4,oc
1252,J69.1,cn,,10,0.0017,1.7,oc
1253,C57,en,,1,0.0077,7.7,oc
1254,C57,en,,2,0.0058,5.8,oc
1255,C57,en,,3,0.0067,6.7,oc
1256,C57,en,,4,0.0138,13.8,oc
1257,C57,en,,5,0.0111,11.1,oc
1258,C57,en,,6,0.0136,13.6,oc
1259,C57,en,,7,0.0117,11.7,oc
1260,C57,en,,8,0.0119,11.9,oc
1261,C57,en,,9,0.0138,13.8,oc
1262,C57,en,,10,0.0093,9.3,oc
1263,C57,cn,,1,0.0091,9.1,oc
1264,C57,cn,,2,0.0099,9.9,oc
1265,C57,cn,,3,0.0091,9.1,oc
1266,C57,cn,,4,0.0086,8.6,oc
1267,C57,cn,,5,0.0087,8.7,oc
1268,C57,cn,,6,0.0056,5.6,oc
1269,C57,cn,,7,0.0079,7.9,oc
1270,C57,cn,,8,0.0036,3.6,oc
1271,C57,cn,,9,0.0017,1.7,oc
1272,C57,cn,,10,0.0035,3.5,oc
1273,C38,cn,,1,0.0099,9.9,oc
1274,C38,cn,,2,0.0107,10.7,oc
1275,C38,cn,,3,0.0112,11.2,oc
1276,C38,cn,,4,0.0102,10.2,oc
1277,C38,cn,,5,0.0088,8.8,oc
1278,C38,cn,,6,0.0103,10.3,oc
1279,C38,cn,,7,0.0114,11.4,oc
1280,C38,cn,,8,0.0092,9.2,oc
1281,C38,cn,,9,0.0095,9.5,oc
1282,C38,cn,,10,0.0101,10.1,oc
1283,C38,en,,1,0.0064,6.4,oc
1284,C38,en,,2,0.0051,5.1,oc
1285,C38,en,,3,0.0077,7.7,oc
1286,C38,en,,4,0.0073,7.3,oc
1287,C38,en,,5,0.0083,8.3,oc
1288,C38,en,,6,0.0072,7.2,oc
1289,C38,en,,7,0.0069,6.9,oc
1290,C38,en,,8,0.0086,8.6,oc
1291,C38,en,,9,0.0095,9.5,oc
1292,C38,en,,10,0.0083,8.3,oc
1293,C43,en,,1,0.0046,4.6,oc
1294,C43,en,,2,0.0039,3.9,oc
1295,C43,en,,3,0.0045,4.5,oc
1296,C43,en,,4,0.0052,5.2,oc
1297,C43,en,,5,0.0044,4.4,oc
1298,C43,en,,6,0.0051,5.1,oc
1299,C43,en,,7,0.0049,4.9,oc
1300,C43,en,,8,0.0056,5.6,oc
1301,C43,en,,9,0.0053,5.3,oc
1302,C43,en,,10,0.0049,4.9,oc
1303,C43,au,,1,0.0057,5.7,oc
1304,C43,au,,2,0.0068,6.8,oc
1305,C43,au,,3,0.0058,5.8,oc
1306,C43,au,,4,0.0061,6.1,oc
1307,C43,au,,5,0.0059,5.9,oc
1308,C43,au,,6,0.0058,5.8,oc
1309,C43,au,,7,0.0061,6.1,oc
1310,C43,au,,8,0.0068,6.8,oc
1311,C43,au,,9,0.0023,2.3,oc
1312,C43,au,,10,0.0074,7.4,oc
1313,C55,cn,,1,0.0103,10.3,oc
1314,C55,cn,,2,0.013,13,oc
1315,C55,cn,,3,0.0101,10.1,oc
1316,C55,cn,,4,0.0108,10.8,oc
1317,C55,cn,,5,0.0113,11.3,oc
1318,C55,cn,,6,0.0112,11.2,oc
1319,C55,cn,,7,0.0114,11.4,oc
1320,C55,cn,,8,0.0101,10.1,oc
1321,C55,cn,,9,0.0109,10.9,oc
1322,C55,cn,,10,0.0123,12.3,oc
1323,C55,en,,1,0.013,13,oc
1324,C55,en,,2,0.0105,10.5,oc
1325,C55,en,,3,0.0111,11.1,oc
1326,C55,en,,4,0.0135,13.5,oc
1327,C55,en,,5,0.0119,11.9,oc
1328,C55,en,,6,0.012,12,oc
1329,C55,en,,7,0.01,10,oc
1330,C55,en,,8,0.0121,12.1,oc
1331,C55,en,,9,0.0107,10.7,oc
1332,C55,en,,10,0.0122,12.2,oc
1333,C19,cn,,1,0.0071,7.1,oc
1334,C19,cn,,2,0.0061,6.1,oc
1335,C19,cn,,3,0.0063,6.3,oc
1336,C19,cn,,4,0.0068,6.8,oc
1337,C19,cn,,5,0.004,4,oc
1338,C19,cn,,6,0.0062,6.2,oc
1339,C19,cn,,7,0.0074,7.4,oc
1340,C19,cn,,8,0.0037,3.7,oc
1341,C19,cn,,9,0.0061,6.1,oc
1342,C19,cn,,10,0.0074,7.4,oc
1343,C19,en,,1,0.0049,4.9,oc
1344,C19,en,,2,0.0087,8.7,oc
1345,C19,en,,3,0.0066,6.6,oc
1346,C19,en,,4,0.0067,6.7,oc
1347,C19,en,,5,0.0055,5.5,oc
1348,C19,en,,6,0.0054,5.4,oc
1349,C19,en,,7,0.0076,7.6,oc
1350,C19,en,,8,0.0065,6.5,oc
1351,C19,en,,9,0.0072,7.2,oc
1352,C19,en,,10,0.0066,6.6,oc
1353,C4,en,,1,0.0044,4.4,oc
1354,C4,en,,2,0.0038,3.8,oc
1355,C4,en,,3,0.0047,4.7,oc
1356,C4,en,,4,0.0045,4.5,oc
1357,C4,en,,5,0.0042,4.2,oc
1358,C4,en,,6,0.0041,4.1,oc
1359,C4,en,,7,0.006,6,oc
1360,C4,en,,8,0.0043,4.3,oc
1361,C4,en,,9,0.0049,4.9,oc
1362,C4,en,,10,0.0051,5.1,oc
1363,C4,cn,,1,0.0032,3.2,oc
1364,C4,cn,,2,0.0028,2.8,oc
1365,C4,cn,,3,0.0034,3.4,oc
1366,C4,cn,,4,0.0027,2.7,oc
1367,C4,cn,,5,0.0013,1.3,oc
1368,C4,cn,,6,0.0008,0.8,oc
1369,C4,cn,,7,0.0014,1.4,oc
1370,T14,cn,,1,0.0195,19.5,ot
1371,T14,cn,,2,0.0197,19.7,ot
1372,T14,cn,,3,0.0193,19.3,ot
1373,T14,cn,,4,0.0195,19.5,ot
1374,T14,cn,,5,0.0181,18.1,ot
1375,T14,cn,,6,0.0128,12.8,ot
1376,T14,cn,,7,0.0204,20.4,ot
1377,T14,cn,,8,0.011,11,ot
1378,T14,cn,,9,0.0188,18.8,ot
1379,T14,cn,,10,0.0228,22.8,ot
1380,T14,en,,1,0.0192,19.2,ot
1381,T14,en,,2,0.0159,15.9,ot
1382,T14,en,,3,0.0164,16.4,ot
1383,T14,en,,4,0.0138,13.8,ot
1384,T14,en,,5,0.0111,11.1,ot
1385,T14,en,,6,0.014,14,ot
1386,T14,en,,7,0.0179,17.9,ot
1387,T14,en,,8,0.0175,17.5,ot
1388,T14,en,,9,0.0167,16.7,ot
1389,T14,en,,10,0.0136,13.6,ot
1390,T14,os,,1,0.0205,20.5,ot
1391,T14,os,,2,0.0176,17.6,ot
1392,T14,os,,3,0.0178,17.8,ot
1393,T14,os,,4,0.0195,19.5,ot
1394,T14,os,,5,0.0229,22.9,ot
1395,T14,os,,6,0.0209,20.9,ot
1396,T14,os,,7,0.0165,16.5,ot
1397,T14,os,,8,0.0236,23.6,ot
1398,T14,os,,9,0.0248,24.8,ot
1399,T14,os,,10,0.0202,20.2,ot
1400,T14,oc,,1,0.0171,17.1,ot
1401,T14,oc,,2,0.0177,17.7,ot
1402,T14,oc,,3,0.0202,20.2,ot
1403,T14,oc,,4,0.0206,20.6,ot
1404,T14,oc,,5,0.0196,19.6,ot
1405,T55,os,,1,0.0169,16.9,ot
1406,T55,os,,2,0.0207,20.7,ot
1407,T55,os,,3,0.0186,18.6,ot
1408,T55,os,,4,0.0187,18.7,ot
1409,T55,cn,,1,0.0167,16.7,ot
1410,T55,cn,,2,0.017,17,ot
1411,T55,cn,,3,0.0197,19.7,ot
1412,T55,cn,,4,0.0171,17.1,ot
1413,T55,cn,,5,0.0175,17.5,ot
1414,T55,cn,,6,0.0209,20.9,ot
1415,T55,cn,,7,0.0188,18.8,ot
1416,T55,cn,,8,0.0158,15.8,ot
1417,T55,cn,,9,0.0154,15.4,ot
1418,T55,cn,,10,0.0154,15.4,ot
1419,T56,oc,,1,0.0218,21.8,ot
1420,T56,oc,,2,0.0123,12.3,ot
1421,T56,oc,,3,0.0135,13.5,ot
1422,T56,oc,,4,0.0157,15.7,ot
1423,T56,oc,,5,0.0165,16.5,ot
1424,T56,oc,,6,0.0138,13.8,ot
1425,T56,oc,,7,0.021,21,ot
1426,T56,oc,,8,0.0179,17.9,ot
1427,T56,oc,,9,0.0131,13.1,ot
1428,T56,oc,,10,0.0138,13.8,ot
1429,T56,au,,1,0.0203,20.3,ot
1430,T56,au,,2,0.0204,20.4,ot
1431,T56,au,,3,0.0224,22.4,ot
1432,T56,au,,4,0.0211,21.1,ot
1433,T56,au,,5,0.0188,18.8,ot
1434,T56,au,,6,0.0232,23.2,ot
1435,T56,au,,7,0.0164,16.4,ot
1436,T56,au,,8,0.0191,19.1,ot
1437,T56,au,,9,0.0135,13.5,ot
1438,T56,au,,10,0.0206,20.6,ot
1439,T56,cn,,1,0.0246,24.6,ot
1440,T56,cn,,2,0.0175,17.5,ot
1441,T56,cn,,3,0.0188,18.8,ot
1442,T56,cn,,4,0.0214,21.4,ot
1443,T56,cn,,5,0.0187,18.7,ot
1444,T56,cn,,6,0.0184,18.4,ot
1445,T56,cn,,7,0.0155,15.5,ot
1446,T56,cn,,8,0.0219,21.9,ot
1447,T56,cn,,9,0.0163,16.3,ot
1448,T56,cn,,10,0.0193,19.3,ot
1449,T56,or,,1,0.0159,15.9,ot
1450,T56,or,,2,0.0138,13.8,ot
1451,T56,or,,3,0.0157,15.7,ot
1452,T56,or,,4,0.0193,19.3,ot
1453,T56,or,,5,0.0158,15.8,ot
1454,T56,or,,6,0.0191,19.1,ot
1455,T56,or,,7,0.0156,15.6,ot
1456,T56,or,,8,0.0165,16.5,ot
1457,T56,or,,9,0.0175,17.5,ot
1458,T56,or,,10,0.0206,20.6,ot
1459,T56,os,,1,0.0128,12.8,ot
1460,T56,os,,2,0.0191,19.1,ot
1461,T56,os,,3,0.0159,15.9,ot
1462,T56,os,,4,0.0191,19.1,ot
1463,T56,os,,5,0.0193,19.3,ot
1464,T56,os,,6,0.0172,17.2,ot
1465,T56,os,,7,0.0159,15.9,ot
1466,T56,os,,8,0.0153,15.3,ot
1467,T56,os,,9,0.013,13,ot
1468,T56,os,,10,0.0207,20.7,ot
1469,T7,oc,,1,0.0203,20.3,ot
1470,T7,oc,,2,0.0225,22.5,ot
1471,T7,oc,,3,0.0264,26.4,ot
1472,T7,oc,,4,0.0211,21.1,ot
1473,T7,oc,,5,0.0211,21.1,ot
1474,T7,oc,,6,0.0202,20.2,ot
1475,T7,oc,,7,0.0192,19.2,ot
1476,T7,oc,,8,0.0229,22.9,ot
1477,T7,oc,,9,0.0222,22.2,ot
1478,T7,oc,,10,0.0273,27.3,ot
1479,T7,en,,1,0.0198,19.8,ot
1480,T7,en,,2,0.0259,25.9,ot
1481,T7,en,,3,0.0213,21.3,ot
1482,T7,en,,4,0.0232,23.2,ot
1483,T7,en,,5,0.0222,22.2,ot
1484,T7,en,,6,0.0189,18.9,ot
1485,T7,en,,7,0.0237,23.7,ot
1486,T7,en,,8,0.0178,17.8,ot
1487,T7,en,,9,0.0226,22.6,ot
1488,T7,en,,10,0.0163,16.3,ot
1489,T7,cn,,1,0.0207,20.7,ot
1490,T7,cn,,2,0.0228,22.8,ot
1491,T7,cn,,3,0.0217,21.7,ot
1492,T7,cn,,4,0.0189,18.9,ot
1493,T7,cn,,5,0.0246,24.6,ot
1494,T7,cn,,6,0.0236,23.6,ot
1495,T7,cn,,7,0.02,20,ot
1496,T7,cn,,8,0.0215,21.5,ot
1497,T7,cn,,9,0.0208,20.8,ot
1498,T7,cn,,10,0.0202,20.2,ot
1499,T7,os,,1,0.0192,19.2,ot
1500,T7,os,,2,0.0214,21.4,ot
1501,T7,os,,3,0.0194,19.4,ot
1502,T7,os,,4,0.0289,28.9,ot
1503,T7,os,,5,0.0263,26.3,ot
1504,T7,os,,6,0.0224,22.4,ot
1505,T7,os,,7,0.0221,22.1,ot
1506,T7,os,,8,0.0226,22.6,ot
1507,T7,os,,9,0.0181,18.1,ot
1508,T7,os,,10,0.0195,19.5,ot
1509,s22,en,,1,0.0123,12.3,os
1510,s23,en,,2,0.0144,14.4,os
1511,s24,en,,3,0.0121,12.1,os
1512,s25,en,,4,0.0162,16.2,os
1513,s26,en,,5,0.0157,15.7,os
1514,g223,ot,,1,0.0138,13.8,os
1515,g223,ot,,2,0.0173,17.3,os
1516,g223,ot,,3,0.0176,17.6,os
1517,g223,ot,,4,0.0149,14.9,os
1518,g223,ot,,5,0.0175,17.5,os
1519,g223,ot,,6,0.0115,11.5,os
1520,g223,ot,,7,0.019,19,os
1521,g223,ot,,8,0.0145,14.5,os
1522,g223,ot,,9,0.0136,13.6,os
1523,g223,ot,,10,0.0082,8.2,os
1524,g223,or,,1,0.0112,11.2,os
1525,g223,or,,2,0.0161,16.1,os
1526,g223,or,,3,0.0153,15.3,os
1527,g223,or,,4,0.0172,17.2,os
1528,g223,or,,5,0.0152,15.2,os
1529,g223,or,,6,0.0113,11.3,os
1530,g223,or,,7,0.0131,13.1,os
1531,g223,or,,8,0.0164,16.4,os
1532,g223,or,,9,0.0147,14.7,os
1533,g223,or,,10,0.0154,15.4,os
1534,g254,oc,,1,0.0135,13.5,os
1535,g254,oc,,2,0.0132,13.2,os
1536,g254,oc,,3,0.0141,14.1,os
1537,g254,oc,,4,0.015,15,os
1538,g254,oc,,5,0.0118,11.8,os
1539,g254,oc,,6,0.0121,12.1,os
1540,g254,oc,,7,0.0132,13.2,os
1541,g254,oc,,8,0.0113,11.3,os
1542,g254,oc,,9,0.0147,14.7,os
1543,g254,oc,,10,0.0155,15.5,os
1544,g254,or,,1,0.0136,13.6,os
1545,g254,or,,2,0.0141,14.1,os
1546,g254,or,,3,0.0124,12.4,os
1547,g254,or,,4,0.0162,16.2,os
1548,g254,or,,5,0.0133,13.3,os
1549,g254,or,,6,0.0147,14.7,os
1550,g254,or,,7,0.0149,14.9,os
1551,g254,or,,8,0.0145,14.5,os
1552,g254,or,,9,0.0129,12.9,os
1553,g254,or,,10,0.0115,11.5,os
1554,g282,ot,,1,0.0212,21.2,os
1555,g282,ot,,2,0.0241,24.1,os
1556,g282,ot,,3,0.0201,20.1,os
1557,g282,ot,,4,0.0204,20.4,os
1558,g282,ot,,5,0.0244,24.4,os
1559,g282,ot,,6,0.0276,27.6,os
1560,g282,ot,,7,0.0229,22.9,os
1561,g282,ot,,8,0.0224,22.4,os
1562,g282,ot,,9,0.0104,10.4,os
1563,g282,ot,,10,0.022,22,os
1564,g282,oc,,1,0.0157,15.7,os
1565,g282,oc,,2,0.0184,18.4,os
1566,g282,oc,,3,0.0203,20.3,os
1567,g282,oc,,4,0.0213,21.3,os
1568,g282,oc,,5,0.0197,19.7,os
1569,g282,oc,,6,0.0153,15.3,os
1570,g282,oc,,7,0.019,19,os
1571,g282,oc,,8,0.0236,23.6,os
1572,g282,oc,,9,0.0163,16.3,os
1573,g282,oc,,10,0.0177,17.7,os
1574,g282,or,,1,0.0034,3.4,os
1575,g282,or,,2,0.018,18,os
1576,g282,or,,3,0.0022,2.2,os
1577,g282,or,,4,0.0015,1.5,os
1578,g37,oc,,1,0.014,14,os
1579,g37,oc,,2,0.0132,13.2,os
1580,g37,oc,,3,0.0162,16.2,os
1581,g37,oc,,4,0.013,13,os
1582,g37,oc,,5,0.0137,13.7,os
1583,g37,oc,,6,0.0118,11.8,os
1584,g37,oc,,7,0.0154,15.4,os
1585,g37,oc,,8,0.0153,15.3,os
1586,g37,oc,,9,0.0158,15.8,os
1587,g37,oc,,10,0.0143,14.3,os
1588,g37,ot,,1,0.0153,15.3,os
1589,g37,ot,,2,0.0138,13.8,os
1590,g37,ot,,3,0.0151,15.1,os
1591,g37,ot,,4,0.0132,13.2,os
1592,g37,ot,,5,0.0153,15.3,os
1593,g37,ot,,6,0.0139,13.9,os
1594,g37,ot,,7,0.0159,15.9,os
1595,g37,ot,,8,0.0146,14.6,os
1596,g37,ot,,9,0.0136,13.6,os
1597,g37,ot,,10,0.0134,13.4,os
1598,cc,ot,,1,0.0175,17.5,os
1599,cc,ot,,2,0.0154,15.4,os
1600,cc,ot,,3,0.0216,21.6,os
1601,cc,ot,,4,0.0214,21.4,os
1602,cc,ot,,5,0.0158,15.8,os
1603,cc,ot,,6,0.0172,17.2,os
1604,cc,ot,,7,0.0132,13.2,os
1605,cc,ot,,8,0.0148,14.8,os
1606,cc,ot,,9,0.015,15,os
1607,cc,ot,,10,0.0154,15.4,os
1608,cc,or,,1,0.0126,12.6,os
1609,cc,or,,2,0.0149,14.9,os
1610,cc,or,,3,0.0137,13.7,os
1611,cc,or,,4,0.0144,14.4,os
1612,cc,or,,5,0.0123,12.3,os
1613,cc,or,,6,0.0139,13.9,os
1614,cc,or,,7,0.0148,14.8,os
1615,cc,or,,8,0.0141,14.1,os
1616,cc,or,,9,0.0144,14.4,os
1617,cc,or,,10,0.0122,12.2,os
1618,cc,oc,,1,0.0147,14.7,os
1619,cc,oc,,2,0.0181,18.1,os
1620,cc,oc,,3,0.0189,18.9,os
1621,cc,oc,,4,0.0192,19.2,os
1622,cc,oc,,5,0.0196,19.6,os
1623,cc,oc,,6,0.0167,16.7,os
1624,cc,oc,,7,0.0173,17.3,os
1625,cc,oc,,8,0.0168,16.8,os
1626,cc,oc,,9,0.0165,16.5,os
1627,cc,oc,,10,0.0161,16.1,os
1628,g35,ot,,1,0.0139,13.9,os
1629,g35,ot,,2,0.0143,14.3,os
1630,g35,ot,,3,0.0173,17.3,os
1631,g35,or,,4,0.0146,14.6,os
1632,g35,or,,5,0.0118,11.8,os
1633,g35,or,,6,0.0144,14.4,os
1634,g35,or,,7,0.0139,13.9,os
1635,g35,or,,8,0.0126,12.6,os
1636,g35,or,,9,0.0101,10.1,os
1637,g35,oc,,1,0.0144,14.4,os
1638,s19,oc,,1,0.0096,9.6,os
1639,s19,oc,,2,0.0099,9.9,os
1640,s19,oc,,3,0.0094,9.4,os
1641,s19,oc,,4,0.0114,11.4,os
1642,s19,oc,,5,0.0108,10.8,os
1643,s19,oc,,6,0.011,11,os
1644,s19,oc,,7,0.0112,11.2,os
1645,s19,oc,,8,0.0111,11.1,os
1646,s19,oc,,9,0.0103,10.3,os
1647,s19,oc,,10,0.0107,10.7,os
1648,s19,or,,1,0.0121,12.1,os
1649,s19,or,,2,0.0099,9.9,os
1650,s19,or,,3,0.0182,18.2,os
1651,s19,or,,4,0.0163,16.3,os
1652,s19,or,,5,0.013,13,os
1653,s19,or,,6,0.0164,16.4,os
1654,s19,or,,7,0.0153,15.3,os
1655,s19,or,,8,0.0135,13.5,os
1656,s19,or,,9,0.0141,14.1,os
1657,s19,or,,10,0.0125,12.5,os
1658,s19,ot,,1,0.0165,16.5,os
1659,g14,or,,1,0.0173,17.3,os
1660,g14,or,,2,0.0196,19.6,os
1661,g14,or,,3,0.0183,18.3,os
1662,g14,or,,4,0.0201,20.1,os
1663,g14,or,,5,0.0181,18.1,os
1664,g14,or,,6,0.0185,18.5,os
1665,g14,or,,7,0.019,19,os
1666,g14,or,,8,0.0198,19.8,os
1667,g14,or,,9,0.0184,18.4,os
1668,g14,or,,10,0.0196,19.6,os
1669,g14,oc,,1,0.0198,19.8,os
1670,g14,oc,,2,0.0209,20.9,os
1671,g14,oc,,3,0.0207,20.7,os
1672,g14,oc,,4,0.0214,21.4,os
1673,g14,oc,,5,0.0166,16.6,os
1674,g14,oc,,6,0.0187,18.7,os
1675,g14,oc,,7,0.0168,16.8,os
1676,g14,oc,,8,0.0175,17.5,os
1677,g14,oc,,9,0.0219,21.9,os
1678,g14,oc,,10,0.0157,15.7,os
1679,g14,ot,,1,0.0204,20.4,os
1680,g14,ot,,2,0.0207,20.7,os
1681,g14,ot,,3,0.0208,20.8,os
1682,g14,ot,,4,0.0177,17.7,os
1683,g14,ot,,5,0.0193,19.3,os
1684,g14,ot,,6,0.0186,18.6,os
1685,g14,ot,,7,0.0179,17.9,os
1686,g14,ot,,8,0.0217,21.7,os
1687,g14,ot,,9,0.02,20,os
1688,g14,ot,,10,0.0194,19.4,os
1689,g234,ot,,1,0.0122,12.2,os
1690,g234,ot,,2,0.013,13,os
1691,g234,ot,,3,0.0123,12.3,os
1692,g234,ot,,4,0.0133,13.3,os
1693,g234,ot,,5,0.0114,11.4,os
1694,g234,ot,,6,0.0128,12.8,os
1695,g234,ot,,7,0.0117,11.7,os
1696,g234,ot,,8,0.0127,12.7,os
1697,g234,ot,,9,0.0121,12.1,os
1698,g234,ot,,10,0.0113,11.3,os
1699,g234,oc,,1,0.0184,18.4,os
1700,g234,oc,,2,0.0167,16.7,os
1701,g234,oc,,3,0.0159,15.9,os
1702,g234,oc,,4,0.0144,14.4,os
1703,g234,oc,,5,0.0139,13.9,os
1704,g234,oc,,6,0.0128,12.8,os
1705,g234,oc,,7,0.0148,14.8,os
1706,g234,oc,,8,0.0146,14.6,os
1707,g234,oc,,9,0.0189,18.9,os
1708,g234,oc,,10,0.0165,16.5,os
1709,g225,oc,,1,0.0173,17.3,os
1710,g225,oc,,2,0.0161,16.1,os
1711,g225,oc,,3,0.0151,15.1,os
1712,g225,oc,,4,0.0171,17.1,os
1713,g225,oc,,5,0.0199,19.9,os
1714,g225,oc,,6,0.0067,6.7,os
1715,g225,oc,,7,0.0054,5.4,os
1716,g225,oc,,8,0.0176,17.6,os
1717,g225,ot,,1,0.0148,14.8,os
1718,g225,ot,,2,0.0152,15.2,os
1719,g225,ot,,3,0.0175,17.5,os
1720,g225,ot,,4,0.0169,16.9,os
1721,g225,ot,,5,0.0165,16.5,os
1722,g225,ot,,6,0.0171,17.1,os
1723,g225,ot,,7,0.0164,16.4,os
1724,g225,ot,,8,0.0171,17.1,os
1725,g225,ot,,9,0.0122,12.2,os
1726,g225,ot,,10,0.0154,15.4,os
1727,g181,ot,,1,0.0114,11.4,os
1728,g181,ot,,2,0.0116,11.6,os
1729,g181,ot,,3,0.0114,11.4,os
1730,g181,ot,,4,0.0122,12.2,os
1731,g181,ot,,5,0.0103,10.3,os
1732,g181,ot,,6,0.0125,12.5,os
1733,g181,ot,,7,0.0139,13.9,os
1734,g181,ot,,8,0.0128,12.8,os
1735,g181,ot,,9,0.0117,11.7,os
1736,g181,ot,,10,0.0112,11.2,os
1737,g87,ot,,1,0.0233,23.3,os
1738,g87,ot,,2,0.0208,20.8,os
1739,g87,ot,,3,0.0214,21.4,os
1740,g87,ot,,4,0.0219,21.9,os
1741,g87,ot,,5,0.0201,20.1,os
1742,g87,ot,,6,0.0226,22.6,os
1743,g87,ot,,7,0.0228,22.8,os
1744,g87,ot,,8,0.0221,22.1,os
1745,g87,ot,,9,0.0228,22.8,os
1746,g87,ot,,10,0.0193,19.3,os
1747,g227,ot,,1,0.0116,11.6,os
1748,g227,ot,,2,0.0148,14.8,os
1749,g227,ot,,3,0.0122,12.2,os
1750,g227,ot,,4,0.0126,12.6,os
1751,g227,ot,,5,0.0137,13.7,os
1752,g227,ot,,6,0.0129,12.9,os
1753,g227,ot,,7,0.0132,13.2,os
1754,g227,ot,,8,0.0116,11.6,os
1755,g227,ot,,9,0.016,16,os
1756,g227,ot,,10,0.0114,11.4,os
1757,g226,ot,,1,0.0129,12.9,os
1758,g226,ot,,2,0.0163,16.3,os
1759,g226,ot,,3,0.0147,14.7,os
1760,g226,ot,,4,0.0125,12.5,os
1761,g226,ot,,5,0.0139,13.9,os
1762,g226,ot,,6,0.0128,12.8,os
1763,g226,ot,,7,0.0134,13.4,os
1764,g226,ot,,8,0.0114,11.4,os
1765,g226,ot,,9,0.0156,15.6,os
1766,g226,ot,,10,0.0132,13.2,os
1767,g45,or,,1,0.0134,13.4,os
1768,g45,or,,2,0.0132,13.2,os
1769,g45,or,,3,0.012,12,os
1770,g45,or,,4,0.0115,11.5,os
1771,g45,or,,5,0.0117,11.7,os
1772,g45,or,,6,0.0101,10.1,os
1773,g45,or,,7,0.0132,13.2,os
1774,g45,or,,8,0.0115,11.5,os
1775,g45,or,,9,0.0105,10.5,os
1776,g45,or,,10,0.0097,9.7,os
1777,s28,oc,,1,0.0041,4.1,os
1778,s28,oc,,2,0.0118,11.8,os
1779,g4,ot,,1,0.0143,14.3,os
1780,g4,ot,,2,0.0124,12.4,os
1781,g4,ot,,3,0.0086,8.6,os
1782,g4,ot,,4,0.0181,18.1,os
1783,t10,au,,1,0.0169,16.9,ot
1784,t10,au,,2,0.0173,17.3,ot
1785,t10,au,,3,0.0154,15.4,ot
1786,t10,au,,4,0.0143,14.3,ot
1787,t10,au,,5,0.0135,13.5,ot
1788,t10,au,,6,0.0142,14.2,ot
1789,t10,au,,7,0.0155,15.5,ot
1790,t10,au,,8,0.0147,14.7,ot
1791,t10,au,,9,0.0129,12.9,ot
1792,t10,au,,10,0.0147,14.7,ot
1793,t10,oc,,1,0.0168,16.8,ot
1794,t10,oc,,2,0.0161,16.1,ot
1795,t10,oc,,3,0.0167,16.7,ot
1796,t10,oc,,4,0.0151,15.1,ot
1797,t10,oc,,5,0.0177,17.7,ot
1798,t10,oc,,6,0.0139,13.9,ot
1799,t10,oc,,7,0.0163,16.3,ot
1800,t10,oc,,8,0.0154,15.4,ot
1801,t10,oc,,9,0.0137,13.7,ot
1802,t10,oc,,10,0.017,17,ot
1803,t10,cn,,1,0.0098,9.8,ot
1804,t10,cn,,2,0.0126,12.6,ot
1805,t10,cn,,3,0.0115,11.5,ot
1806,t10,cn,,4,0.0127,12.7,ot
1807,t10,cn,,5,0.0109,10.9,ot
1808,t10,cn,,6,0.0113,11.3,ot
1809,t10,cn,,7,0.0111,11.1,ot
1810,t10,cn,,8,0.0126,12.6,ot
1811,t10,cn,,9,0.0131,13.1,ot
1812,t10,cn,,10,0.0116,11.6,ot
1813,t10,en,,1,0.0135,13.5,ot
1814,t10,en,,2,0.0113,11.3,ot
1815,t10,en,,3,0.0131,13.1,ot
1816,t10,en,,4,0.0124,12.4,ot
1817,t10,en,,5,0.0133,13.3,ot
